,function_name,LLVM_globalisel_similarity
351,7_function_52,"[['remu', 'a3,', 'a0,', 'a0'], ['slt', 'a1,', 'a1,', 'a1'], ['xori', 'a1,', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['divu', 'a1,', 'a3,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
352,5_function_55,"[['divu', 'a1,', 'a0,', 'a0'], ['andi', 'a0,', 'a0,', '1'], ['divu', 'a0,', 'a1,', 'a0'], ['ret']]"
353,5_function_65,"[['xor', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
354,8_function_53,"[['xor', 'a0,', 'a0,', 'a1'], ['slli', 'a2,', 'a2,', '63'], ['zext.w', 'a0,', 'a0'], ['srai', 'a2,', 'a2,', '63'], ['or', 'a2,', 'a0,', 'a2'], ['rem', 'a1,', 'a0,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
355,7_function_5,"[['rem', 'a1,', 'a1,', 'a2'], ['rem', 'a3,', 'a0,', 'a1'], ['bgeu', 'a3,', 'a0,', '.LBB0_3'], ['bgeu', 'a3,', 'a0,', '.LBB0_4'], ['mv', 'a0,', 'a1'], ['ret'], ['mv', 'a1,', 'a0'], ['bltu', 'a3,', 'a0,', '.LBB0_2'], ['div', 'a0,', 'a2,', 'a0'], ['ret']]"
356,6_function_22,"[['divu', 'a1,', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['srl', 'a0,', 'a1,', 'a0'], ['ret']]"
357,5_function_32,"[['div', 'a1,', 'a0,', 'a1'], ['and', 'a0,', 'a1,', 'a0'], ['sra', 'a0,', 'a0,', 'a2'], ['zext.w', 'a0,', 'a0'], ['ret']]"
358,6_function_24,"[['mv', 'a3,', 'a0'], ['mv', 'a0,', 'a1'], ['xor', 'a2,', 'a1,', 'a2'], ['srl', 'a1,', 'a2,', 'a1'], ['bgeu', 'a3,', 'a3,', '.LBB0_3'], ['andi', 'a3,', 'a3,', '1'], ['beqz', 'a3,', '.LBB0_4'], ['ret'], ['andi', 'a3,', 'a1,', '1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['ret']]"
359,8_function_67,"[['sra', 'a3,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a3'], ['andi', 'a1,', 'a1,', '1'], ['blt', 'a0,', 'a1,', '.LBB0_2'], ['mv', 'a3,', 'a2'], ['sext.w', 'a0,', 'a3'], ['ret']]"
360,8_function_39,"[['zext.w', 'a1,', 'a0'], ['sra', 'a0,', 'a1,', 'a0'], ['and', 'a0,', 'a1,', 'a0'], ['ret']]"
361,6_function_83,"[['divu', 'a1,', 'a0,', 'a1'], ['rem', 'a2,', 'a2,', 'a0'], ['rem', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
362,7_function_77,"[['rem', 'a3,', 'a0,', 'a0'], ['sext.w', 'a1,', 'a1'], ['divu', 'a1,', 'a3,', 'a1'], ['remu', 'a2,', 'a2,', 'a1'], ['xor', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
363,3_function_80,[['ret']]
364,5_function_91,"[['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['sltu', 'a2,', 'a2,', 'a1'], ['remu', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
365,6_function_10,"[['divu', 'a0,', 'a0,', 'a0'], ['srl', 'a1,', 'a0,', 'a1'], ['or', 'a1,', 'a1,', 'a0'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
366,4_function_81,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['div', 'a0,', 'a0,', 'a0'], ['ret']]"
367,7_function_38,"[['or', 'a3,', 'a0,', 'a1'], ['srl', 'a2,', 'a3,', 'a2'], ['remu', 'a3,', 'a2,', 'a2'], ['remu', 'a1,', 'a1,', 'a3'], ['or', 'a0,', 'a0,', 'a1'], ['xor', 'a0,', 'a2,', 'a0'], ['snez', 'a0,', 'a0'], ['ret']]"
368,7_function_7,"[['mv', 'a3,', 'a0'], ['mv', 'a0,', 'a1'], ['remu', 'a1,', 'a3,', 'a3'], ['div', 'a1,', 'a3,', 'a1'], ['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a0,', 'a2'], ['ret']]"
369,7_function_59,"[['bltu', 'a0,', 'a0,', '.LBB0_2'], ['remu', 'a1,', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a1'], ['sgtz', 'a0,', 'a0'], ['ret']]"
370,7_function_49,"[['div', 'a0,', 'a0,', 'a0'], ['divu', 'a2,', 'a1,', 'a2'], ['srl', 'a1,', 'a0,', 'a1'], ['div', 'a1,', 'a1,', 'a2'], ['sra', 'a1,', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
371,5_function_86,"[['rem', 'a3,', 'a1,', 'a2'], ['andi', 'a4,', 'a0,', '1'], ['mv', 'a0,', 'a3'], ['bnez', 'a4,', '.LBB0_2'], ['or', 'a0,', 'a2,', 'a1'], ['div', 'a0,', 'a0,', 'a3'], ['ret']]"
372,6_function_23,"[['divu', 'a0,', 'a0,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['or', 'a2,', 'a0,', 'a2'], ['div', 'a0,', 'a2,', 'a0'], ['zext.w', 'a0,', 'a0'], ['ret']]"
373,4_function_76,"[['xor', 'a2,', 'a0,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
374,7_function_54,"[['sra', 'a0,', 'a1,', 'a2'], ['rem', 'a2,', 'a0,', 'a0'], ['sra', 'a0,', 'a2,', 'a0'], ['divu', 'a0,', 'a1,', 'a0'], ['divu', 'a0,', 'a2,', 'a0'], ['ret']]"
375,6_function_4,"[['slli', 'a2,', 'a0,', '63'], ['srai', 'a2,', 'a2,', '63'], ['rem', 'a0,', 'a0,', 'a2'], ['sext.w', 'a1,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
376,4_function_94,"[['remu', 'a1,', 'a1,', 'a1'], ['remu', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
377,8_function_3,"[['divu', 'a1,', 'a0,', 'a2'], ['rem', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['and', 'a2,', 'a2,', 'a0'], ['or', 'a0,', 'a0,', 'a0'], ['or', 'a0,', 'a0,', 'a2'], ['ret']]"
378,3_function_20,"[['divu', 'a1,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['slt', 'a0,', 'a1,', 'a0'], ['ret']]"
379,4_function_16,"[['rem', 'a0,', 'a0,', 'a0'], ['xor', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
380,8_function_9,"[['xor', 'a3,', 'a0,', 'a1'], ['divu', 'a2,', 'a2,', 'zero'], ['sra', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a2'], ['rem', 'a0,', 'a0,', 'a0'], ['ret']]"
381,5_function_92,"[['remu', 'a2,', 'a2,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
382,7_function_66,"[['remu', 'a3,', 'a1,', 'a0'], ['andi', 'a4,', 'a2,', '1'], ['srl', 'a1,', 'a0,', 'a3'], ['mv', 'a2,', 'a0'], ['bnez', 'a4,', '.LBB0_2'], ['mv', 'a2,', 'a3'], ['div', 'a2,', 'a2,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
383,7_function_25,"[['sltu', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['divu', 'a1,', 'a0,', 'a1'], ['srl', 'a0,', 'a2,', 'a0'], ['sra', 'a0,', 'a0,', 'a2'], ['xor', 'a0,', 'a1,', 'a0'], ['ret']]"
384,7_function_89,"[['andi', 'a3,', 'a3,', '1'], ['zext.w', 'a4,', 'a1'], ['bext', 'a4,', 'a4,', 'a3'], ['sra', 'a1,', 'a0,', 'a1'], ['bnez', 'a4,', '.LBB0_2'], ['mv', 'a3,', 'a0'], ['and', 'a2,', 'a2,', 'a3'], ['slt', 'a0,', 'a1,', 'a2'], ['ret']]"
385,4_function_0,"[['rem', 'a1,', 'a1,', 'a1'], ['remu', 'a0,', 'zero,', 'a1'], ['ret']]"
386,5_function_63,"[['divu', 'a3,', 'a1,', 'a0'], ['andi', 'a3,', 'a3,', '1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a2,', 'a1'], ['sltu', 'a0,', 'a0,', 'a2'], ['ret']]"
387,8_function_69,"[['andi', 'a3,', 'a1,', '1'], ['mv', 'a1,', 'a0'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['rem', 'a2,', 'a0,', 'a1'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
388,8_function_80,"[['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['div', 'a1,', 'a0,', 'a0'], ['andi', 'a3,', 'a1,', '1'], ['bnez', 'a3,', '.LBB0_4'], ['xor', 'a0,', 'a1,', 'a2'], ['ret']]"
389,6_function_27,"[['sra', 'a2,', 'a0,', 'a2'], ['rem', 'a2,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a0'], ['xor', 'a1,', 'a2,', 'a1'], ['snez', 'a1,', 'a1'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
390,8_function_50,"[['srl', 'a2,', 'a1,', 'a2'], ['remu', 'a3,', 'a2,', 'a0'], ['sra', 'a2,', 'a1,', 'a3'], ['divu', 'a1,', 'a3,', 'a2'], ['andi', 'a3,', 'a1,', '1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
391,6_function_41,"[['zext.w', 'a2,', 'a0'], ['andi', 'a3,', 'a0,', '1'], ['mv', 'a0,', 'a2'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['divu', 'a0,', 'a2,', 'a0'], ['ret']]"
392,7_function_6,"[['divu', 'a3,', 'a0,', 'a0'], ['andi', 'a4,', 'a3,', '1'], ['srl', 'a3,', 'a2,', 'a3'], ['beqz', 'a4,', '.LBB0_3'], ['andi', 'a1,', 'a1,', '1'], ['beqz', 'a1,', '.LBB0_4'], ['div', 'a0,', 'a0,', 'a2'], ['ret'], ['mv', 'a2,', 'a3'], ['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['div', 'a2,', 'a0,', 'a3'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
393,4_function_7,"[['remu', 'a2,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a2'], ['slt', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
394,6_function_75,"[['rem', 'a0,', 'a0,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['div', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
395,4_function_4,"[['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
396,5_function_51,"[['div', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a0'], ['sra', 'a0,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
397,7_function_53,"[['srl', 'a2,', 'a0,', 'a0'], ['bltu', 'a0,', 'a2,', '.LBB0_2'], ['mv', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['rem', 'a0,', 'a1,', 'a0'], ['ret']]"
398,8_function_26,"[['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['remu', 'a0,', 'a0,', 'a2'], ['or', 'a2,', 'a2,', 'a0'], ['zext.w', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
399,7_function_30,"[['rem', 'a4,', 'a0,', 'a1'], ['bne', 'a2,', 'a1,', '.LBB0_2'], ['rem', 'a0,', 'a0,', 'a0'], ['remu', 'a0,', 'a0,', 'a2'], ['j', '.LBB0_3'], ['zext.w', 'a0,', 'a3'], ['sltu', 'a0,', 'a0,', 'a4'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
400,8_function_20,"[['zext.w', 'a2,', 'a0'], ['sra', 'a0,', 'a2,', 'a0'], ['rem', 'a1,', 'a0,', 'a1'], ['sra', 'a1,', 'a2,', 'a1'], ['remu', 'a0,', 'a1,', 'a0'], ['div', 'a0,', 'a2,', 'a0'], ['ret']]"
401,3_function_17,"[['xor', 'a0,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
402,3_function_59,"[['andi', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
403,4_function_85,"[['mv', 'a3,', 'a0'], ['mv', 'a0,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['beqz', 'a3,', '.LBB0_2'], ['remu', 'a0,', 'a0,', 'a2'], ['ret']]"
404,5_function_93,"[['sra', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
405,5_function_71,"[['sra', 'a1,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
406,6_function_32,"[['div', 'a3,', 'a0,', 'a0'], ['rem', 'a0,', 'a0,', 'a3'], ['and', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
407,3_function_70,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
408,6_function_50,"[['sra', 'a1,', 'a1,', 'a2'], ['divu', 'a2,', 'a2,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['div', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
409,4_function_37,"[['div', 'a1,', 'a1,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
410,5_function_39,"[['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
411,7_function_9,"[['blt', 'a1,', 'a0,', '.LBB0_2'], ['slt', 'a2,', 'a1,', 'a0'], ['xori', 'a2,', 'a2,', '1'], ['divu', 'a2,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a2'], ['ret']]"
412,3_function_97,"[['andi', 'a2,', 'a2,', '1'], ['and', 'a1,', 'a0,', 'a1'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['divu', 'a0,', 'a1,', 'a0'], ['ret']]"
413,4_function_2,"[['xor', 'a0,', 'a0,', 'a1'], ['or', 'a2,', 'a2,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
414,6_function_47,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a3,', 'a0,', '63'], ['andi', 'a4,', 'a3,', '1'], ['or', 'a0,', 'a1,', 'a2'], ['beqz', 'a4,', '.LBB0_2'], ['sra', 'a0,', 'a0,', 'a3'], ['ret']]"
415,5_function_72,"[['srl', 'a0,', 'a0,', 'a0'], ['remu', 'a0,', 'a0,', 'a0'], ['zext.w', 'a1,', 'a1'], ['remu', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['ret']]"
416,4_function_55,"[['andi', 'a0,', 'a0,', '1'], ['bnez', 'a0,', '.LBB0_2'], ['div', 'a0,', 'a1,', 'a1'], ['ret'], ['srl', 'a0,', 'a1,', 'a2'], ['ret']]"
417,8_function_49,"[['sext.w', 'a3,', 'zero'], ['sra', 'a1,', 'a0,', 'a1'], ['mv', 'a0,', 'a2'], ['bltu', 'a3,', 'a1,', '.LBB0_2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
418,6_function_76,"[['remu', 'a4,', 'a2,', 'a0'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['or', 'a3,', 'a4,', 'a3'], ['remu', 'a2,', 'a3,', 'a2'], ['srl', 'a1,', 'a1,', 'a2'], ['slt', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
419,3_function_93,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
420,4_function_33,"[['or', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
421,4_function_50,"[['rem', 'a0,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
422,6_function_91,"[['xor', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['remu', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a2,', 'a0'], ['xor', 'a0,', 'a1,', 'a0'], ['seqz', 'a0,', 'a0'], ['ret']]"
423,4_function_23,"[['rem', 'a3,', 'a0,', 'a0'], ['bext', 'a1,', 'a3,', 'a1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
424,8_function_5,"[['div', 'a4,', 'a0,', 'a0'], ['andi', 'a3,', 'a3,', '1'], ['or', 'a0,', 'a1,', 'a0'], ['mv', 'a1,', 'a2'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a4'], ['sra', 'a1,', 'a2,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['and', 'a0,', 'a4,', 'a0'], ['sra', 'a0,', 'a0,', 'a4'], ['ret']]"
425,6_function_98,"[['sra', 'a1,', 'a1,', 'a0'], ['andi', 'a3,', 'a1,', '1'], ['sext.w', 'a1,', 'a0'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a2'], ['srl', 'a0,', 'a1,', 'a0'], ['ret']]"
426,6_function_92,"[['div', 'a2,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a2,', 'a2'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
427,6_function_80,"[['remu', 'a3,', 'a1,', 'a2'], ['or', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['divu', 'a1,', 'a3,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
428,8_function_10,"[['rem', 'a0,', 'a0,', 'a0'], ['xor', 'a2,', 'a1,', 'a2'], ['xor', 'a2,', 'a0,', 'a2'], ['srl', 'a1,', 'a1,', 'a2'], ['rem', 'a1,', 'a1,', 'a2'], ['and', 'a1,', 'a0,', 'a1'], ['or', 'a0,', 'a1,', 'a0'], ['ret']]"
429,8_function_2,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['rem', 'a1,', 'a0,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
430,3_function_58,"[['sext.w', 'a0,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
431,8_function_4,"[['andi', 'a0,', 'a0,', '1'], ['sext.w', 'a3,', 'a3'], ['mv', 'a4,', 'a1'], ['mv', 'a5,', 'a1'], ['bnez', 'a0,', '.LBB0_2'], ['mv', 'a4,', 'a2'], ['mv', 'a5,', 'a3'], ['srl', 'a2,', 'a3,', 'a5'], ['srl', 'a2,', 'a4,', 'a2'], ['bnez', 'a0,', '.LBB0_4'], ['mv', 'a1,', 'a2'], ['remu', 'a0,', 'a2,', 'a1'], ['slt', 'a0,', 'a0,', 'a2'], ['ret']]"
432,3_function_77,"[['sra', 'a0,', 'a0,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
433,8_function_36,"[['rem', 'a2,', 'a2,', 'a0'], ['sltu', 'a0,', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['xor', 'a1,', 'a1,', 'a0'], ['remu', 'a1,', 'a1,', 'a2'], ['srl', 'a1,', 'a1,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
434,7_function_57,"[['remu', 'a3,', 'a0,', 'a1'], ['div', 'a2,', 'a2,', 'a3'], ['remu', 'a1,', 'a1,', 'a2'], ['sext.w', 'a1,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
435,7_function_43,"[['andi', 'a4,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a4,', '.LBB0_2'], ['mv', 'a0,', 'a2'], ['srl', 'a0,', 'a0,', 'a3'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
436,3_function_73,"[['srl', 'a0,', 'a0,', 'a0'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
437,4_function_98,"[['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
438,4_function_95,"[['divu', 'a1,', 'a1,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
439,3_function_19,"[['andi', 'a0,', 'a0,', '1'], ['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
440,5_function_95,"[['andi', 'a2,', 'a0,', '1'], ['and', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a2,', 'a0'], ['ret']]"
441,5_function_21,"[['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['or', 'a2,', 'a2,', 'a3'], ['remu', 'a2,', 'a0,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['slt', 'a0,', 'a2,', 'a0'], ['ret']]"
442,7_function_71,"[['srl', 'a0,', 'a0,', 'a1'], ['div', 'a1,', 'a1,', 'a0'], ['remu', 'a0,', 'a0,', 'a1'], ['rem', 'a3,', 'a1,', 'a0'], ['remu', 'a2,', 'a2,', 'a3'], ['or', 'a0,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
443,3_function_21,[['ret']]
444,5_function_34,"[['divu', 'a1,', 'a1,', 'a0'], ['divu', 'a2,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['xor', 'a0,', 'a1,', 'a0'], ['xor', 'a0,', 'a2,', 'a0'], ['snez', 'a0,', 'a0'], ['ret']]"
445,4_function_10,[['ret']]
446,7_function_61,"[['or', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a1,', 'a0'], ['li', 'a0,', '0'], ['ret']]"
447,7_function_37,"[['remu', 'a1,', 'a1,', 'a2'], ['andi', 'a3,', 'a3,', '1'], ['rem', 'a2,', 'a3,', 'a1'], ['rem', 'a2,', 'a0,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['or', 'a0,', 'a0,', 'a2'], ['ret']]"
448,7_function_85,"[['remu', 'a1,', 'zero,', 'a1'], ['and', 'a3,', 'a1,', 'a2'], ['or', 'a3,', 'a3,', 'a2'], ['rem', 'a0,', 'a3,', 'a0'], ['div', 'a0,', 'a2,', 'a0'], ['xor', 'a0,', 'a1,', 'a0'], ['seqz', 'a0,', 'a0'], ['ret']]"
449,6_function_37,"[['andi', 'a3,', 'a1,', '1'], ['mv', 'a1,', 'a2'], ['bnez', 'a3,', '.LBB0_2'], ['remu', 'a1,', 'a0,', 'a0'], ['divu', 'a1,', 'a0,', 'a1'], ['andi', 'a3,', 'a1,', '1'], ['beqz', 'a3,', '.LBB0_4'], ['or', 'a1,', 'a0,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
450,6_function_43,"[['rem', 'a3,', 'a0,', 'a1'], ['srl', 'a0,', 'a1,', 'a0'], ['divu', 'a0,', 'a3,', 'a0'], ['sra', 'a1,', 'a3,', 'a2'], ['sra', 'a1,', 'a1,', 'a3'], ['xor', 'a0,', 'a1,', 'a0'], ['seqz', 'a0,', 'a0'], ['ret']]"
451,8_function_93,"[['divu', 'a1,', 'a1,', 'a2'], ['slt', 'a1,', 'a0,', 'a1'], ['xori', 'a1,', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['div', 'a1,', 'a1,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
452,7_function_99,"[['xor', 'a2,', 'a0,', 'a2'], ['srl', 'a1,', 'a1,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['remu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
453,3_function_67,"[['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['remu', 'a1,', 'a0,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
454,7_function_42,"[['and', 'a0,', 'a0,', 'a1'], ['rem', 'a2,', 'a0,', 'a2'], ['and', 'a0,', 'a1,', 'a0'], ['zext.w', 'a0,', 'a0'], ['rem', 'a0,', 'a2,', 'a0'], ['ret']]"
455,4_function_17,"[['srl', 'a1,', 'a1,', 'a0'], ['zext.w', 'a1,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
456,8_function_70,"[['rem', 'a2,', 'a0,', 'a0'], ['divu', 'a1,', 'a2,', 'a1'], ['sltu', 'a3,', 'a2,', 'a0'], ['slli', 'a3,', 'a3,', '63'], ['srl', 'a1,', 'a2,', 'a1'], ['srai', 'a3,', 'a3,', '63'], ['divu', 'a1,', 'a1,', 'a3'], ['or', 'a0,', 'a0,', 'a1'], ['slt', 'a0,', 'a2,', 'a0'], ['ret']]"
457,8_function_22,"[['remu', 'a4,', 'a0,', 'a0'], ['andi', 'a5,', 'a1,', '1'], ['mv', 'a1,', 'a4'], ['bnez', 'a5,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['andi', 'a5,', 'a2,', '1'], ['bnez', 'a5,', '.LBB0_4'], ['srl', 'a3,', 'a2,', 'a4'], ['bgeu', 'a1,', 'a4,', '.LBB0_5'], ['j', '.LBB0_6'], ['sext.w', 'a3,', 'a3'], ['bltu', 'a1,', 'a4,', '.LBB0_6'], ['mv', 'a0,', 'a3'], ['ret']]"
458,3_function_87,"[['mv', 'a3,', 'a0'], ['mv', 'a0,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['bnez', 'a3,', '.LBB0_2'], ['remu', 'a0,', 'a0,', 'a0'], ['xor', 'a0,', 'a2,', 'a0'], ['ret']]"
459,4_function_61,"[['sext.w', 'a1,', 'a0'], ['srl', 'a0,', 'a1,', 'a0'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
