,function_name,LEANMLIR_opt_similarity
493,3_function_15,"[['zext.w', 'a0,', 'a0'], ['ret']]"
494,4_function_20,"[['sra', 't0,', 'a0,', 'a0'], ['remu', 'a0,', 'a0,', 't0'], ['and', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
495,4_function_17,"[['srl', 'a1,', 'a1,', 'a0'], ['zext.w', 'a1,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
496,8_function_24,"[['div', 'a1,', 'a0,', 'a1'], ['and', 't0,', 'a2,', 'a0'], ['divu', 'a2,', 'a2,', 't0'], ['divu', 'a1,', 'a1,', 'a2'], ['rem', 'a2,', 'a1,', 'a0'], ['rem', 'a2,', 'a2,', 'a0'], ['div', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
497,4_function_40,"[['div', 't0,', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['xor', 't0,', 't0,', 'a2'], ['snez', 't0,', 't0'], ['mv', 'a0,', 't0'], ['ret']]"
498,5_function_51,"[['sra', 'a0,', 'a0,', 'a0'], ['sra', 'a0,', 'a0,', 'a0'], ['div', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
499,3_function_96,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
500,8_function_30,"[['sext.w', 'a1,', 'a1'], ['snez', 't0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a2'], ['sra', 'a2,', 'a1,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['div', 'a0,', 'a0,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['sra', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
501,8_function_98,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['rem', 'a1,', 'a1,', 'a1'], ['and', 'a1,', 'a1,', 'a0'], ['divu', 'a0,', 'a0,', 'a2'], ['divu', 'a2,', 'a0,', 'a0'], ['divu', 'a2,', 'a2,', 'a0'], ['sra', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
502,3_function_35,"[['remu', 'a0,', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
503,7_function_13,"[['sltu', 't0,', 'a1,', 'a1'], ['slli', 't0,', 't0,', '63'], ['srai', 't0,', 't0,', '63'], ['xor', 'a0,', 'a0,', 't0'], ['snez', 'a0,', 'a0'], ['rem', 'a2,', 'a1,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a1'], ['mv', 'a0,', 'a1'], ['ret']]"
504,8_function_78,"[['sra', 'a1,', 'a1,', 'a0'], ['sext.w', 'a1,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sext.w', 'a1,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
505,8_function_62,"[['zext.w', 'a1,', 'a1'], ['remu', 'a2,', 'a2,', 'a1'], ['or', 'a1,', 'a1,', 'a2'], ['remu', 'a2,', 'a2,', 'a2'], ['xor', 'a1,', 'a1,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
506,8_function_73,"[['snez', 'a0,', 'a0'], ['sub', 't0,', 'a1,', 'a2'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a2'], ['sltu', 'a1,', 'a1,', 't0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['remu', 't0,', 't0,', 'a1'], ['and', 'a2,', 't0,', 'a2'], ['divu', 'a1,', 'a1,', 'a2'], ['divu', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
507,3_function_47,"[['div', 'a0,', 'a0,', 'a0'], ['ret']]"
508,4_function_4,"[['remu', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
509,3_function_85,"[['xor', 'a1,', 'a1,', 'a0'], ['div', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
510,4_function_55,"[['srl', 'a2,', 'a1,', 'a2'], ['div', 'a1,', 'a1,', 'a1'], ['snez', 'a0,', 'a0'], ['sub', 'a2,', 'a2,', 'a1'], ['mul', 'a2,', 'a2,', 'a0'], ['add', 'a2,', 'a2,', 'a1'], ['mv', 'a0,', 'a2'], ['ret']]"
511,7_function_93,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['divu', 't0,', 'a0,', 'a0'], ['xor', 'a0,', 'a0,', 't0'], ['zext.w', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
512,4_function_25,"[['or', 'a0,', 'a0,', 'a1'], ['or', 'a2,', 'a2,', 'a0'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
513,3_function_92,"[['rem', 'a1,', 'a0,', 'a1'], ['xor', 'a1,', 'a1,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['ret']]"
514,5_function_92,"[['and', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['remu', 'a2,', 'a2,', 'a1'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
515,7_function_54,"[['mv', 'a0,', 'a1'], ['sra', 'a2,', 'a0,', 'a2'], ['rem', 't0,', 'a2,', 'a2'], ['sra', 'a2,', 't0,', 'a2'], ['divu', 'a0,', 'a0,', 'a2'], ['divu', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
516,7_function_85,"[['mv', 'a1,', 'a2'], ['nop'], ['and', 't0,', 'zero,', 'a1'], ['or', 't0,', 't0,', 'a1'], ['rem', 't0,', 't0,', 'a0'], ['div', 'a1,', 'a1,', 't0'], ['xor', 'a1,', 'zero,', 'a1'], ['seqz', 'a1,', 'a1'], ['mv', 'a0,', 'a1'], ['ret']]"
517,5_function_27,"[['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['rem', 't0,', 'a2,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 't0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 't0'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
518,8_function_83,"[['remu', 'a1,', 'a1,', 'a2'], ['sext.w', 'a1,', 'a1'], ['divu', 't0,', 'a0,', 'a2'], ['remu', 'a1,', 'a1,', 't0'], ['srl', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
519,8_function_34,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['divu', 'a1,', 'a1,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['snez', 'a1,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a0,', 'a0,', 'a1'], ['divu', 'a2,', 'a2,', 'a0'], ['divu', 'a0,', 'a0,', 'a2'], ['ret']]"
520,5_function_47,[['ret']]
521,5_function_95,"[['andi', 't0,', 'a0,', '1'], ['and', 'a0,', 'a0,', 'a1'], ['divu', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
522,4_function_12,"[['sra', 'a1,', 'a1,', 'a2'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
523,6_function_5,"[['mv', 'a0,', 'a1'], ['rem', 't0,', 'a2,', 'a0'], ['remu', 'a2,', 't0,', 'a2'], ['sltu', 'a2,', 'a0,', 'a2'], ['snez', 'a2,', 'a2'], ['sub', 't0,', 't0,', 'a0'], ['mul', 't0,', 't0,', 'a2'], ['add', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
524,3_function_60,"[['divu', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
525,6_function_7,"[['zext.w', 't0,', 'a1'], ['xor', 't0,', 'a1,', 't0'], ['srl', 't0,', 't0,', 'a1'], ['srl', 'a0,', 'a0,', 't0'], ['ret']]"
526,7_function_1,"[['xor', 't0,', 'a0,', 'a1'], ['sltu', 'a1,', 'a1,', 'a2'], ['xori', 'a1,', 'a1,', '1'], ['sext.w', 'a3,', 'a3'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 't0,', 'a3'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a3'], ['and', 't0,', 't0,', 'a2'], ['xor', 'a0,', 'a0,', 't0'], ['ret']]"
527,3_function_83,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a1,', 'a0,', 'a1'], ['slt', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
528,5_function_11,"[['zext.w', 'a2,', 'a2'], ['srl', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
529,7_function_42,"[['and', 'a0,', 'a0,', 'a1'], ['rem', 'a2,', 'a0,', 'a2'], ['and', 'a1,', 'a1,', 'a0'], ['zext.w', 'a1,', 'a1'], ['rem', 'a2,', 'a2,', 'a1'], ['mv', 'a0,', 'a2'], ['ret']]"
530,7_function_28,"[['divu', 't0,', 'a0,', 'a0'], ['or', 'a0,', 't0,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['xor', 'a0,', 'a0,', 'a2'], ['div', 't0,', 't0,', 'a0'], ['or', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
531,5_function_65,"[['xor', 'a1,', 'a1,', 'a0'], ['div', 'a0,', 'a0,', 'a1'], ['zext.w', 'a0,', 'a0'], ['ret']]"
532,3_function_45,"[['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
533,6_function_83,"[['divu', 'a1,', 'a0,', 'a1'], ['rem', 'a2,', 'a2,', 'a0'], ['rem', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
534,5_function_83,"[['mv', 'a1,', 'a2'], ['sext.w', 'a3,', 'a3'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a3'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a3'], ['mv', 'a0,', 'a1'], ['ret']]"
535,4_function_95,"[['divu', 'a1,', 'a1,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
536,4_function_1,"[['sext.w', 'a0,', 'a0'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
537,5_function_43,"[['mv', 'a0,', 'a1'], ['ret']]"
538,3_function_78,[['ret']]
539,5_function_91,"[['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['sltu', 'a2,', 'a2,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['remu', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
540,6_function_29,"[['snez', 'a1,', 'a1'], ['sub', 't0,', 'a0,', 'a2'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 'a2'], ['rem', 'a0,', 'a0,', 't0'], ['or', 'a0,', 'a0,', 't0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
541,8_function_11,"[['mv', 'a1,', 'a2'], ['andi', 'a0,', 'a0,', '1'], ['srl', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['slt', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
542,4_function_50,"[['rem', 'a0,', 'a0,', 'a1'], ['zext.w', 'a2,', 'a2'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
543,4_function_7,"[['remu', 't0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 't0'], ['slt', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
544,3_function_39,"[['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
545,7_function_48,"[['div', 'a0,', 'a0,', 'a0'], ['sltu', 'a2,', 'a2,', 'a1'], ['xori', 'a2,', 'a2,', '1'], ['zext.w', 'a3,', 'a3'], ['divu', 'a3,', 'a3,', 'a1'], ['snez', 'a2,', 'a2'], ['sub', 'a1,', 'a1,', 'a3'], ['mul', 'a1,', 'a1,', 'a2'], ['add', 'a1,', 'a1,', 'a3'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
546,5_function_9,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['snez', 'a2,', 'a2'], ['sub', 't0,', 'a0,', 'a1'], ['mul', 't0,', 't0,', 'a2'], ['add', 't0,', 't0,', 'a1'], ['remu', 'a1,', 'a1,', 't0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
547,3_function_58,"[['sext.w', 'a0,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
548,8_function_88,"[['sltu', 't0,', 'a0,', 'a0'], ['andi', 't0,', 't0,', '1'], ['or', 't0,', 'a0,', 't0'], ['sra', 't0,', 't0,', 'a1'], ['divu', 't0,', 't0,', 'a1'], ['div', 'a2,', 't0,', 'a2'], ['div', 'a2,', 'a2,', 'a0'], ['slt', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
549,7_function_98,"[['or', 't0,', 'a0,', 'a1'], ['sra', 'a2,', 'a0,', 'a2'], ['div', 'a2,', 'a2,', 'a1'], ['remu', 'a0,', 't0,', 'a0'], ['div', 'a2,', 'a2,', 'a0'], ['remu', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
550,3_function_31,[['ret']]
551,4_function_94,"[['remu', 'a1,', 'a1,', 'a1'], ['remu', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
552,5_function_85,"[['rem', 'a0,', 'a0,', 'a1'], ['xor', 'a2,', 'a2,', 'a0'], ['snez', 'a2,', 'a2'], ['andi', 'a2,', 'a2,', '1'], ['div', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
553,3_function_11,"[['slt', 'a1,', 'a1,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
554,3_function_44,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
555,5_function_82,"[['sra', 'a2,', 'a1,', 'a2'], ['remu', 't0,', 'a1,', 'a2'], ['sra', 'a1,', 'a1,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 't0,', 't0,', 'a1'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
556,7_function_27,"[['rem', 't0,', 'a0,', 'a1'], ['slt', 't1,', 't0,', 'a0'], ['and', 'a2,', 'a2,', 'a1'], ['sra', 't0,', 't0,', 't0'], ['snez', 't1,', 't1'], ['sub', 'a2,', 'a2,', 't0'], ['mul', 'a2,', 'a2,', 't1'], ['add', 'a2,', 'a2,', 't0'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
557,3_function_32,"[['andi', 'a0,', 'a0,', '1'], ['ret']]"
558,5_function_31,"[['zext.w', 'a0,', 'a0'], ['rem', 't0,', 'a0,', 'a0'], ['remu', 't1,', 't0,', 'a0'], ['or', 't0,', 't0,', 't1'], ['rem', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
559,4_function_49,"[['div', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
560,3_function_34,"[['and', 'a1,', 'a1,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
561,6_function_12,"[['rem', 'a0,', 'a0,', 'a0'], ['sra', 'a1,', 'a1,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['snez', 'a2,', 'a2'], ['sub', 'a1,', 'a1,', 'a0'], ['mul', 'a1,', 'a1,', 'a2'], ['add', 'a1,', 'a1,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
562,5_function_10,"[['div', 'a0,', 'a0,', 'a0'], ['sext.w', 'a2,', 'a2'], ['and', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
563,3_function_64,"[['sext.w', 'a0,', 'a0'], ['rem', 'a0,', 'a0,', 'a0'], ['ret']]"
564,4_function_89,"[['snez', 'a1,', 'a1'], ['sub', 't0,', 'a0,', 'a2'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 'a2'], ['rem', 't0,', 't0,', 'a2'], ['rem', 't0,', 't0,', 't0'], ['slt', 'a0,', 'a0,', 't0'], ['ret']]"
565,6_function_34,"[['srl', 'a0,', 'a0,', 'a2'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['and', 'a1,', 'a1,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
566,4_function_81,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['div', 'a0,', 'a0,', 'a0'], ['ret']]"
567,3_function_12,[['ret']]
568,8_function_15,"[['divu', 't0,', 'a2,', 'a2'], ['rem', 'a2,', 'a2,', 't0'], ['srl', 'a1,', 'a1,', 'a2'], ['zext.w', 'a3,', 'a3'], ['div', 'a1,', 'a1,', 'a3'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
569,3_function_97,"[['and', 'a1,', 'a1,', 'a0'], ['snez', 'a2,', 'a2'], ['sub', 'a0,', 'a0,', 'a1'], ['mul', 'a0,', 'a0,', 'a2'], ['add', 'a0,', 'a0,', 'a1'], ['divu', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
570,8_function_48,"[['divu', 'a1,', 'a0,', 'a1'], ['sext.w', 't0,', 'a1'], ['slt', 'a1,', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['nop'], ['li', 'a0,', '0'], ['remu', 'a1,', 'a1,', 'a0'], ['sra', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
571,4_function_53,"[['div', 'a1,', 'a1,', 'a0'], ['andi', 'a2,', 'a2,', '1'], ['remu', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
572,7_function_90,"[['sext.w', 'a0,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['div', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['srl', 'a2,', 'a0,', 'a2'], ['and', 'a2,', 'a2,', 'a0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
573,7_function_20,"[['divu', 't0,', 'a0,', 'a1'], ['sltu', 'a1,', 't0,', 'a1'], ['xori', 'a1,', 'a1,', '1'], ['snez', 'a1,', 'a1'], ['sub', 't1,', 'a0,', 'a2'], ['mul', 't1,', 't1,', 'a1'], ['add', 't1,', 't1,', 'a2'], ['slli', 't1,', 't1,', '63'], ['srai', 't1,', 't1,', '63'], ['remu', 't1,', 't1,', 'a0'], ['sltu', 't1,', 't1,', 't0'], ['mv', 'a0,', 't1'], ['ret']]"
574,8_function_33,"[['snez', 't0,', 'a0'], ['sub', 't1,', 'a1,', 'a2'], ['mul', 't1,', 't1,', 't0'], ['add', 't1,', 't1,', 'a2'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['divu', 't1,', 't1,', 'a0'], ['srl', 't1,', 't1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 't1,', 't1,', 'a1'], ['mv', 'a0,', 't1'], ['ret']]"
575,6_function_70,"[['and', 't0,', 'a2,', 'a1'], ['xor', 't0,', 't0,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 't1,', 'a1,', 't0'], ['mul', 't1,', 't1,', 'a0'], ['add', 't1,', 't1,', 't0'], ['xor', 'a1,', 'a1,', 'a2'], ['remu', 'a2,', 'a2,', 'a1'], ['or', 't1,', 't1,', 'a2'], ['mv', 'a0,', 't1'], ['ret']]"
576,6_function_25,"[['srl', 'a0,', 'a0,', 'a1'], ['snez', 'a3,', 'a3'], ['sub', 't0,', 'a2,', 'a1'], ['mul', 't0,', 't0,', 'a3'], ['add', 't0,', 't0,', 'a1'], ['divu', 'a2,', 'a2,', 't0'], ['remu', 'a2,', 'a2,', 'a1'], ['or', 'a0,', 'a0,', 'a2'], ['ret']]"
577,7_function_76,"[['mv', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a0'], ['sext.w', 'a2,', 'a2'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
578,6_function_38,"[['remu', 'a0,', 'a0,', 'a1'], ['or', 'a1,', 'a1,', 'a0'], ['remu', 'a1,', 'a1,', 'a0'], ['andi', 'a2,', 'a2,', '1'], ['xor', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
579,4_function_54,"[['sltu', 'a0,', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['sext.w', 'a0,', 'a0'], ['ret']]"
580,8_function_92,"[['remu', 'a2,', 'a1,', 'a2'], ['divu', 'a1,', 'a1,', 'a2'], ['div', 'a2,', 'a2,', 'a1'], ['divu', 'a0,', 'a0,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['rem', 'a1,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
581,7_function_29,"[['remu', 't0,', 'a2,', 'a0'], ['rem', 't0,', 'a2,', 't0'], ['andi', 't0,', 't0,', '1'], ['rem', 'a2,', 'a2,', 't0'], ['srl', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
582,3_function_13,"[['andi', 'a0,', 'a0,', '1'], ['rem', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['seqz', 'a0,', 'a0'], ['ret']]"
583,3_function_7,"[['or', 'a0,', 'a0,', 'a1'], ['sra', 'a1,', 'a0,', 'a1'], ['slt', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
584,6_function_19,"[['sext.w', 't0,', 'a0'], ['sra', 'a0,', 'a0,', 'a2'], ['div', 'a0,', 'a0,', 'a2'], ['srl', 'a1,', 'a1,', 'a0'], ['sltu', 'a1,', 'a1,', 't0'], ['mv', 'a0,', 'a1'], ['ret']]"
585,4_function_97,"[['div', 'a0,', 'a0,', 'a0'], ['xor', 'a1,', 'a1,', 'a0'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
586,6_function_48,"[['div', 't0,', 'a0,', 'a1'], ['snez', 'a2,', 'a2'], ['sub', 'a0,', 'a0,', 't0'], ['mul', 'a0,', 'a0,', 'a2'], ['add', 'a0,', 'a0,', 't0'], ['divu', 't0,', 't0,', 'a0'], ['rem', 'a1,', 'a1,', 't0'], ['sra', 'a0,', 'a0,', 'a1'], ['xor', 't0,', 't0,', 'a0'], ['seqz', 't0,', 't0'], ['mv', 'a0,', 't0'], ['ret']]"
587,4_function_10,[['ret']]
588,5_function_67,"[['andi', 'a0,', 'a0,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
589,8_function_51,"[['rem', 'a2,', 'a2,', 'a1'], ['rem', 'a1,', 'a1,', 'a2'], ['srl', 'a2,', 'a2,', 'a0'], ['or', 'a1,', 'a1,', 'a2'], ['nop'], ['remu', 'a1,', 'a1,', 'zero'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
590,6_function_27,"[['sra', 'a2,', 'a0,', 'a2'], ['rem', 'a2,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a0'], ['xor', 'a2,', 'a2,', 'a1'], ['snez', 'a2,', 'a2'], ['andi', 'a2,', 'a2,', '1'], ['sltu', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
591,6_function_43,"[['rem', 't0,', 'a0,', 'a1'], ['sra', 'a2,', 't0,', 'a2'], ['sra', 'a2,', 'a2,', 't0'], ['srl', 'a1,', 'a1,', 'a0'], ['divu', 't0,', 't0,', 'a1'], ['xor', 'a2,', 'a2,', 't0'], ['seqz', 'a2,', 'a2'], ['mv', 'a0,', 'a2'], ['ret']]"
592,5_function_8,"[['mv', 'a1,', 'a2'], ['div', 't0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['xor', 't0,', 't0,', 'a0'], ['snez', 't0,', 't0'], ['mv', 'a0,', 't0'], ['ret']]"
593,6_function_6,"[['xor', 'a0,', 'a0,', 'a1'], ['srl', 'a2,', 'a2,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
594,6_function_18,"[['sra', 't0,', 'a0,', 'a1'], ['rem', 't0,', 't0,', 'a2'], ['or', 'a2,', 'a2,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['snez', 'a3,', 'a3'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a3'], ['add', 'a2,', 'a2,', 'a0'], ['rem', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
